Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Parental_Education_Level,Distance_from_Home,study_per_attendance,Exam_Result
24,65,0,2,1,52,1,1,1,2,1,0,2,1,0.36923076923076925,0
18,76,0,2,1,82,2,1,1,1,1,1,1,2,0.23684210526315788,0
8,71,2,1,1,77,1,0,0,2,1,0,0,1,0.11267605633802817,0
17,72,0,1,0,96,2,1,2,0,2,0,0,2,0.2361111111111111,0
13,65,0,2,1,73,1,1,0,0,1,2,2,2,0.2,0
20,92,0,2,0,82,1,1,0,1,1,0,0,2,0.21739130434782608,0
13,60,2,2,0,70,1,1,1,1,1,1,1,0,0.21666666666666667,0
26,73,2,1,0,91,1,1,4,0,0,0,0,1,0.3561643835616438,0
19,67,1,0,0,96,2,0,1,2,0,2,1,2,0.2835820895522388,0
19,84,1,0,0,72,2,1,1,0,1,2,0,0,0.2261904761904762,0
24,70,1,2,0,54,0,1,1,2,1,0,0,1,0.34285714285714286,0
26,70,2,2,1,58,1,1,1,0,0,2,2,1,0.37142857142857144,0
20,80,0,1,1,86,2,1,1,0,1,2,0,2,0.25,0
15,86,2,1,1,66,0,1,0,1,2,2,1,2,0.1744186046511628,0
9,65,0,1,1,89,1,1,2,0,1,2,0,1,0.13846153846153847,0
16,67,1,2,1,87,2,1,5,2,2,2,1,2,0.23880597014925373,0
16,70,0,2,1,85,2,1,0,1,1,0,0,2,0.22857142857142856,0
21,99,2,1,1,91,1,0,3,1,1,2,1,2,0.21212121212121213,1
18,76,1,1,0,88,0,1,1,1,1,0,1,2,0.23684210526315788,0
24,84,1,1,0,82,1,1,1,1,1,1,0,2,0.2857142857142857,0
16,70,1,2,1,50,2,1,3,2,1,0,2,0,0.22857142857142856,0
20,80,1,2,1,76,1,0,0,0,1,1,1,2,0.25,0
27,63,2,0,0,80,1,0,2,1,2,2,0,2,0.42857142857142855,0
22,61,1,0,0,98,2,1,3,2,0,0,1,2,0.36065573770491804,0
20,79,1,1,0,83,1,1,3,0,1,0,1,1,0.25316455696202533,0
16,76,0,1,1,79,1,1,0,0,2,2,2,1,0.21052631578947367,0
16,65,1,1,0,77,1,1,1,2,2,2,0,1,0.24615384615384617,0
15,88,2,1,0,55,1,1,1,2,2,0,0,2,0.17045454545454544,0
17,100,1,2,1,71,0,1,2,0,1,0,0,2,0.17,0
25,76,2,2,1,57,0,0,0,1,1,2,2,1,0.32894736842105265,0
19,85,1,1,1,53,2,1,1,1,1,0,1,0,0.2235294117647059,0
12,99,1,1,1,66,0,1,3,1,0,1,2,1,0.12121212121212122,0
31,93,1,0,0,82,0,1,2,2,2,0,0,2,0.3333333333333333,1
22,79,2,2,1,93,1,1,0,1,1,1,0,2,0.27848101265822783,0
12,89,1,2,0,91,1,0,1,0,2,0,0,2,0.1348314606741573,0
17,65,1,1,0,65,1,1,0,2,1,0,0,1,0.26153846153846155,0
21,80,2,0,1,52,1,1,1,0,1,1,0,2,0.2625,0
30,71,2,0,0,70,0,1,3,1,1,0,0,2,0.4225352112676056,0
13,66,1,1,1,66,0,1,3,1,1,1,1,2,0.19696969696969696,0
26,77,1,0,1,69,0,1,1,2,1,0,0,2,0.33766233766233766,0
28,65,1,1,0,78,2,0,1,2,1,2,1,2,0.4307692307692308,0
16,88,1,1,1,52,1,1,2,2,2,2,0,2,0.18181818181818182,0
18,78,1,1,1,69,1,1,1,1,1,1,2,1,0.23076923076923078,0
14,81,2,2,0,78,1,1,0,1,1,2,1,2,0.1728395061728395,0
19,66,0,1,0,72,1,1,2,0,1,1,0,2,0.2878787878787879,0
24,83,2,0,0,59,1,1,1,0,1,2,0,2,0.2891566265060241,0
27,99,0,0,1,58,0,1,2,1,1,2,2,1,0.2727272727272727,1
16,64,1,1,0,65,1,1,2,1,2,0,0,2,0.25,0
8,71,2,1,0,55,2,1,1,0,2,2,1,1,0.11267605633802817,0
20,95,2,0,1,62,0,1,1,0,0,2,1,2,0.21052631578947367,0
22,63,1,1,1,54,1,1,0,1,1,2,0,1,0.3492063492063492,0
21,95,0,1,1,70,1,1,3,2,1,2,0,2,0.22105263157894736,1
18,81,0,2,1,86,1,1,3,0,1,2,1,2,0.2222222222222222,0
21,76,1,1,1,64,0,1,1,1,2,2,0,1,0.27631578947368424,0
29,72,0,1,0,50,0,1,0,0,1,0,0,2,0.4027777777777778,0
22,72,0,2,0,78,0,0,1,0,2,0,2,2,0.3055555555555556,0
18,72,2,2,0,85,2,1,1,2,2,2,0,1,0.25,0
17,95,2,1,0,70,2,1,1,0,1,0,0,2,0.17894736842105263,0
19,89,2,1,1,65,0,1,2,0,1,0,2,2,0.21348314606741572,0
30,87,0,1,1,75,0,1,3,0,0,0,1,2,0.3448275862068966,1
19,92,0,1,0,55,1,1,1,1,1,0,0,0,0.20652173913043478,0
20,70,2,0,0,82,1,1,2,0,2,2,0,1,0.2857142857142857,0
27,78,2,2,0,85,1,1,0,2,1,2,1,2,0.34615384615384615,1
32,91,2,1,1,66,1,1,3,0,2,0,2,2,0.3516483516483517,1
23,72,2,0,1,92,0,1,2,2,1,1,1,2,0.3194444444444444,0
20,86,1,1,0,97,0,1,1,0,1,0,0,1,0.23255813953488372,0
20,95,1,1,0,65,2,1,2,0,1,0,1,2,0.21052631578947367,0
6,76,1,1,1,63,1,1,5,1,1,0,1,2,0.07894736842105263,0
24,63,1,1,1,85,2,1,1,0,1,2,0,0,0.38095238095238093,0
21,81,1,1,1,85,1,1,1,0,2,1,2,1,0.25925925925925924,0
23,74,2,2,0,76,1,1,1,1,0,0,1,1,0.3108108108108108,0
16,87,0,1,1,96,1,0,1,0,2,2,1,1,0.1839080459770115,0
18,98,2,1,0,57,0,1,0,2,1,0,2,1,0.1836734693877551,0
18,79,0,2,0,74,0,1,2,0,1,1,0,2,0.22784810126582278,0
26,79,1,2,1,52,2,1,1,1,1,1,2,2,0.3291139240506329,0
18,86,2,1,0,53,0,1,5,0,2,1,0,2,0.20930232558139536,0
32,64,0,2,1,53,0,0,1,0,1,2,1,2,0.5,0
23,70,1,1,1,75,1,1,0,2,1,2,0,1,0.32857142857142857,0
12,97,0,1,1,79,1,0,1,1,1,1,0,2,0.12371134020618557,0
19,87,2,1,0,50,0,1,0,2,2,0,0,2,0.21839080459770116,0
16,61,2,1,1,82,1,1,2,0,1,1,0,2,0.26229508196721313,0
7,68,2,1,0,74,1,1,1,0,2,2,0,2,0.10294117647058823,0
30,87,2,1,1,61,2,1,2,1,2,0,0,1,0.3448275862068966,1
24,91,2,2,1,51,2,1,2,1,1,0,0,1,0.26373626373626374,1
23,94,0,1,0,58,2,1,5,0,0,0,0,2,0.24468085106382978,1
21,72,1,1,0,80,2,1,3,0,1,0,0,2,0.2916666666666667,0
12,97,1,0,1,83,1,1,0,0,1,0,1,1,0.12371134020618557,0
17,82,1,2,1,82,2,1,1,1,1,2,0,1,0.2073170731707317,0
25,88,2,2,1,58,0,1,0,0,1,1,2,2,0.2840909090909091,0
14,84,1,1,1,96,1,0,2,0,1,0,2,0,0.16666666666666666,0
5,65,0,2,0,71,1,1,0,0,1,1,1,0,0.07692307692307693,0
19,99,1,2,1,88,2,0,1,0,2,2,0,0,0.1919191919191919,1
19,65,0,2,0,58,1,1,2,1,2,2,2,1,0.2923076923076923,0
21,70,1,1,0,74,0,1,2,1,1,2,2,0,0.3,0
24,93,1,1,1,76,2,1,2,0,1,0,0,2,0.25806451612903225,0
24,85,2,0,1,89,1,1,1,0,1,2,2,1,0.2823529411764706,0
22,94,0,2,1,81,1,1,2,1,2,0,0,0,0.23404255319148937,1
27,81,2,2,1,70,1,1,0,0,1,2,0,0,0.3333333333333333,0
11,75,0,2,0,64,1,1,3,0,1,0,1,1,0.14666666666666667,0
23,97,1,1,1,99,0,1,1,0,1,2,0,2,0.23711340206185566,1
24,61,1,1,0,64,0,1,0,0,1,2,0,2,0.39344262295081966,0
13,94,0,1,1,56,2,1,2,0,2,0,1,2,0.13829787234042554,0
11,69,0,1,1,65,0,1,0,0,1,1,1,1,0.15942028985507245,0
16,94,0,1,1,66,1,1,3,1,2,1,1,2,0.1702127659574468,0
16,66,1,0,0,56,1,1,0,0,2,2,1,2,0.24242424242424243,0
25,83,2,2,1,85,2,1,2,0,1,1,1,2,0.30120481927710846,1
16,96,1,1,0,81,1,1,0,0,0,1,0,1,0.16666666666666666,0
15,79,1,2,1,66,1,1,2,0,1,2,1,0,0.189873417721519,0
16,90,1,2,1,100,0,1,1,2,1,1,0,1,0.17777777777777778,0
27,92,0,1,1,83,0,1,2,0,1,2,1,1,0.29347826086956524,0
20,89,0,1,1,85,1,1,2,1,2,2,2,2,0.2247191011235955,0
19,97,2,2,0,78,0,1,0,1,0,1,1,1,0.1958762886597938,0
19,78,0,2,1,78,1,1,2,0,2,1,1,2,0.24358974358974358,0
28,67,2,1,1,51,1,1,2,1,1,0,0,2,0.417910447761194,0
16,62,0,0,0,89,2,1,0,1,1,0,0,0,0.25806451612903225,0
21,66,2,1,1,56,1,1,1,0,1,0,2,1,0.3181818181818182,0
19,82,1,1,0,90,1,1,1,2,1,1,1,2,0.23170731707317074,0
35,67,2,2,1,77,0,1,1,0,1,2,1,2,0.5223880597014925,1
14,62,1,1,0,64,1,1,2,0,1,0,1,2,0.22580645161290322,0
18,61,1,1,1,96,1,1,0,1,1,1,0,2,0.29508196721311475,0
13,93,1,2,1,51,0,1,1,0,2,0,0,2,0.13978494623655913,0
26,84,2,1,0,64,1,0,1,1,2,0,1,2,0.30952380952380953,0
30,74,1,2,0,94,0,1,0,1,1,2,0,2,0.40540540540540543,0
30,96,1,0,1,74,2,0,0,0,0,1,0,1,0.3125,0
27,63,2,1,1,80,1,1,1,0,2,0,0,0,0.42857142857142855,0
19,99,1,0,1,87,0,1,1,1,1,2,0,1,0.1919191919191919,0
18,85,1,1,1,57,0,1,2,1,2,0,2,1,0.21176470588235294,0
10,67,2,2,0,61,1,1,0,0,2,0,0,2,0.14925373134328357,0
32,87,1,2,1,100,1,1,2,1,0,0,2,1,0.367816091954023,1
23,91,1,2,1,62,0,1,1,1,2,1,1,2,0.25274725274725274,0
17,77,2,1,1,77,0,1,0,1,1,2,0,2,0.22077922077922077,0
28,94,1,2,1,65,2,1,1,0,2,2,0,2,0.2978723404255319,1
14,66,1,1,1,93,1,1,1,1,1,1,0,2,0.21212121212121213,0
22,71,1,0,1,98,0,1,2,0,2,0,0,1,0.30985915492957744,0
19,64,2,1,0,57,0,1,0,1,2,0,0,2,0.296875,0
24,68,0,1,1,80,1,0,1,0,0,2,2,1,0.35294117647058826,0
20,70,1,1,1,91,1,1,1,0,1,1,0,0,0.2857142857142857,0
11,97,1,1,0,91,1,1,1,1,1,2,0,2,0.1134020618556701,0
20,63,1,1,0,72,0,1,3,0,2,1,2,2,0.31746031746031744,0
26,77,1,1,1,61,1,1,1,0,1,0,1,1,0.33766233766233766,0
20,81,1,0,0,69,1,1,1,1,1,0,0,2,0.24691358024691357,0
25,96,1,2,0,88,1,1,0,0,1,0,0,2,0.2604166666666667,1
14,100,1,1,1,100,1,1,3,0,1,0,2,1,0.14,1
20,90,1,1,0,78,2,1,0,1,2,2,2,0,0.2222222222222222,0
16,99,1,2,1,60,1,1,2,0,2,0,2,1,0.16161616161616163,1
24,91,0,1,1,52,1,1,1,0,1,0,0,2,0.26373626373626374,0
20,99,0,1,1,97,1,1,2,0,1,0,0,2,0.20202020202020202,0
24,88,1,2,1,74,1,1,0,0,2,0,2,2,0.2727272727272727,1
27,63,1,1,1,86,1,1,1,1,1,2,2,2,0.42857142857142855,0
24,76,0,2,0,83,1,1,1,2,1,2,0,2,0.3157894736842105,0
22,86,1,1,1,95,1,1,4,1,0,2,1,2,0.2558139534883721,1
14,74,2,1,0,63,0,0,2,0,2,2,1,0,0.1891891891891892,0
20,71,0,1,0,72,1,1,4,1,1,2,2,1,0.28169014084507044,0
17,83,1,1,0,96,1,1,1,0,1,2,1,1,0.20481927710843373,0
18,97,2,0,1,79,1,1,3,2,1,2,0,0,0.18556701030927836,1
18,61,0,0,0,54,1,1,0,1,1,0,1,2,0.29508196721311475,0
14,91,2,1,1,60,1,1,0,2,1,0,0,2,0.15384615384615385,0
8,89,2,2,0,62,1,1,2,1,1,2,0,1,0.0898876404494382,0
16,99,0,2,1,100,2,1,1,2,2,2,0,0,0.16161616161616163,1
21,97,2,2,0,61,0,1,0,0,2,0,2,2,0.21649484536082475,0
12,90,1,1,1,93,0,1,3,2,1,0,0,2,0.13333333333333333,0
20,81,0,1,0,54,0,1,0,0,0,2,1,1,0.24691358024691357,0
31,68,1,1,0,59,1,1,3,2,2,0,2,2,0.45588235294117646,0
26,82,0,1,0,94,0,1,0,0,0,2,0,2,0.3170731707317073,0
30,91,1,2,1,95,0,1,1,1,2,2,1,2,0.32967032967032966,1
22,96,0,0,1,59,1,1,0,1,2,2,0,0,0.22916666666666666,0
27,92,2,2,1,61,1,1,0,1,2,2,2,2,0.29347826086956524,1
16,68,1,2,1,77,1,1,1,1,2,2,2,1,0.23529411764705882,0
16,84,1,2,1,53,1,0,2,0,1,0,0,2,0.19047619047619047,0
4,73,0,1,1,97,2,1,1,0,2,1,0,2,0.0547945205479452,0
27,60,1,2,0,68,2,1,1,1,1,1,0,0,0.45,0
29,68,0,2,1,74,0,1,3,2,2,0,2,2,0.4264705882352941,0
17,65,2,2,0,55,1,1,1,1,1,2,0,2,0.26153846153846155,0
18,94,0,1,1,52,1,1,1,1,1,2,1,2,0.19148936170212766,0
22,71,1,1,1,56,0,1,0,1,2,0,2,2,0.30985915492957744,0
27,98,1,2,0,82,1,1,0,2,1,2,0,2,0.2755102040816326,1
10,75,1,2,1,90,1,1,2,0,1,2,2,1,0.13333333333333333,0
22,60,1,1,1,52,1,1,0,0,1,1,0,2,0.36666666666666664,0
18,71,1,2,1,81,1,1,1,0,2,2,0,2,0.2535211267605634,0
21,65,1,2,1,91,2,1,1,1,2,2,0,1,0.3230769230769231,0
23,64,2,1,1,72,1,1,0,0,2,2,1,2,0.359375,0
19,63,2,1,0,98,2,1,4,2,1,2,2,2,0.30158730158730157,0
19,84,1,1,1,56,0,1,2,0,1,0,0,1,0.2261904761904762,0
19,68,2,2,0,66,1,1,2,1,1,0,0,0,0.27941176470588236,0
26,74,2,1,0,62,1,1,0,0,1,0,0,2,0.35135135135135137,0
23,94,1,2,0,100,0,1,2,1,2,0,2,2,0.24468085106382978,1
21,77,0,1,1,65,1,1,2,0,2,1,0,1,0.2727272727272727,0
12,97,1,0,1,69,0,1,0,0,2,2,0,2,0.12371134020618557,0
18,80,1,0,1,92,2,1,0,1,2,2,1,2,0.225,0
25,76,1,0,1,96,1,1,3,1,1,2,0,2,0.32894736842105265,0
20,90,1,0,1,97,1,1,2,2,2,2,1,1,0.2222222222222222,1
24,63,1,1,1,78,1,1,0,0,2,1,0,2,0.38095238095238093,0
31,64,1,1,1,83,1,1,1,1,1,2,0,1,0.484375,0
26,86,1,0,0,67,1,1,2,0,2,2,0,1,0.3023255813953488,0
21,79,0,1,1,80,2,1,1,0,2,1,1,2,0.26582278481012656,0
17,92,0,1,1,65,2,1,3,1,2,2,1,2,0.18478260869565216,0
5,97,1,0,1,87,1,1,2,1,1,0,0,0,0.05154639175257732,0
19,76,1,1,1,65,1,1,0,0,1,0,0,2,0.25,0
18,84,2,2,0,94,1,1,3,2,1,0,0,2,0.21428571428571427,1
22,80,0,0,0,57,0,1,1,0,1,0,2,1,0.275,0
19,99,0,0,0,79,2,1,3,1,1,2,0,2,0.1919191919191919,0
18,93,1,2,0,76,2,1,3,0,1,1,1,2,0.1935483870967742,0
9,96,1,2,1,63,1,1,1,2,1,0,0,2,0.09375,0
14,70,1,1,1,51,0,1,1,0,2,1,1,2,0.2,0
23,91,1,1,0,57,0,1,2,0,2,2,0,2,0.25274725274725274,0
30,71,0,2,0,98,0,1,2,2,1,2,0,1,0.4225352112676056,0
19,68,0,2,0,97,0,0,0,0,1,2,1,0,0.27941176470588236,0
22,98,0,1,0,56,2,1,1,2,1,0,1,2,0.22448979591836735,0
26,61,1,1,1,69,2,1,2,1,2,2,0,2,0.4262295081967213,0
15,99,2,1,0,73,0,1,1,0,1,2,0,2,0.15151515151515152,0
22,66,1,0,1,74,1,1,3,0,2,1,2,2,0.3333333333333333,0
16,93,0,2,1,65,0,1,0,1,1,1,0,2,0.17204301075268819,0
25,71,2,1,1,96,0,1,2,0,1,2,0,2,0.352112676056338,0
21,74,2,1,1,95,0,1,1,1,1,2,0,0,0.28378378378378377,0
22,69,0,2,1,51,1,1,1,0,2,2,0,2,0.3188405797101449,0
15,83,1,0,1,83,0,1,1,2,1,0,2,2,0.18072289156626506,0
33,86,0,1,1,80,1,1,0,0,2,0,2,2,0.38372093023255816,1
14,61,1,1,1,93,0,1,3,1,2,1,0,1,0.22950819672131148,0
18,63,2,2,0,82,1,1,1,2,1,1,0,2,0.2857142857142857,0
21,64,1,0,0,73,2,1,2,0,1,1,1,0,0.328125,0
25,77,2,1,1,98,0,1,0,2,1,2,0,2,0.3246753246753247,0
17,93,1,1,0,87,1,1,1,0,2,1,0,1,0.1827956989247312,0
3,96,2,2,1,62,1,1,3,0,1,0,0,0,0.03125,0
28,70,1,1,1,69,1,1,2,0,0,2,0,2,0.4,0
25,83,0,1,1,88,0,1,1,1,2,0,1,2,0.30120481927710846,0
10,91,2,2,1,51,1,1,0,0,1,2,2,1,0.10989010989010989,0
16,72,1,2,0,53,1,1,1,2,2,2,1,2,0.2222222222222222,0
29,76,1,2,1,93,0,0,0,1,2,2,1,1,0.3815789473684211,0
29,81,1,1,1,52,1,0,1,2,1,0,1,2,0.35802469135802467,0
26,65,1,1,1,84,1,1,1,0,2,2,2,2,0.4,0
19,61,1,1,0,66,1,1,0,2,1,0,0,2,0.3114754098360656,0
20,66,1,2,1,91,0,1,0,1,2,1,0,0,0.30303030303030304,0
19,85,2,2,0,92,1,1,3,1,1,0,1,2,0.2235294117647059,1
27,63,1,2,0,98,0,1,0,1,1,1,0,2,0.42857142857142855,0
15,68,1,2,0,55,1,0,0,2,1,2,0,2,0.22058823529411764,0
15,74,0,0,0,71,1,1,0,0,2,1,2,2,0.20270270270270271,0
26,63,2,2,1,79,1,1,1,0,2,1,0,2,0.4126984126984127,0
20,68,1,2,1,96,1,1,0,0,2,0,0,2,0.29411764705882354,0
28,96,0,2,0,63,2,0,1,2,1,2,0,1,0.2916666666666667,1
16,61,1,2,1,54,2,1,0,0,2,2,1,1,0.26229508196721313,0
20,86,1,1,1,60,0,1,1,2,1,0,2,2,0.23255813953488372,0
14,75,1,1,1,75,1,1,0,0,2,0,0,2,0.18666666666666668,0
20,87,1,0,0,84,1,1,2,1,1,0,0,2,0.22988505747126436,0
11,84,1,1,1,85,2,1,3,1,1,0,1,1,0.13095238095238096,0
17,69,1,1,1,54,2,1,1,2,0,0,0,2,0.2463768115942029,0
11,94,2,2,0,88,1,1,2,1,1,2,0,2,0.11702127659574468,0
24,80,0,2,1,83,1,1,1,0,0,1,0,2,0.3,0
24,93,1,2,1,70,0,1,1,1,2,0,0,1,0.25806451612903225,1
10,76,1,0,1,79,0,1,3,1,1,0,0,0,0.13157894736842105,0
28,99,1,1,1,88,1,1,3,0,1,2,0,2,0.2828282828282828,1
35,91,0,1,1,63,0,1,1,1,1,0,0,2,0.38461538461538464,1
20,99,1,0,1,97,0,1,4,2,1,0,1,2,0.20202020202020202,1
16,81,0,1,0,57,2,1,3,0,0,2,0,2,0.19753086419753085,0
37,79,1,2,0,95,2,1,1,2,1,1,0,2,0.46835443037974683,1
12,90,1,0,1,87,0,1,2,0,2,0,2,0,0.13333333333333333,0
20,95,0,0,0,83,2,1,1,1,1,2,0,2,0.21052631578947367,0
21,99,1,1,1,54,2,1,1,0,1,0,1,1,0.21212121212121213,0
28,73,1,2,1,96,1,1,1,1,1,1,2,2,0.3835616438356164,0
22,92,2,2,0,65,1,1,0,1,2,2,0,1,0.2391304347826087,1
17,68,0,2,1,87,2,1,0,0,1,2,1,2,0.25,0
14,82,1,2,0,94,0,1,7,1,2,1,2,2,0.17073170731707318,1
18,67,2,1,1,62,2,1,1,0,0,2,0,0,0.26865671641791045,0
14,74,2,2,1,96,0,1,2,0,2,0,1,2,0.1891891891891892,0
20,97,1,1,0,81,1,1,3,1,2,0,1,2,0.20618556701030927,1
17,66,1,1,1,83,1,1,4,1,2,1,0,1,0.25757575757575757,0
11,85,2,1,1,96,1,0,1,0,1,0,0,2,0.12941176470588237,0
28,84,2,2,1,76,2,1,0,2,1,1,0,2,0.3333333333333333,1
17,65,2,2,1,72,0,1,1,0,1,2,1,1,0.26153846153846155,0
12,73,0,1,0,82,1,0,1,0,1,2,0,0,0.1643835616438356,0
19,83,0,1,0,78,2,0,2,0,2,2,2,1,0.2289156626506024,0
20,67,1,2,0,53,2,1,1,0,1,2,2,2,0.29850746268656714,0
10,92,2,0,1,59,2,1,0,0,1,1,0,1,0.10869565217391304,0
22,99,2,2,1,51,1,1,2,2,2,1,0,1,0.2222222222222222,1
14,69,2,1,0,55,1,1,3,0,0,2,0,1,0.2028985507246377,0
30,67,1,1,1,86,1,1,0,0,1,0,0,1,0.44776119402985076,0
23,78,1,1,1,50,1,1,1,1,1,2,2,2,0.2948717948717949,0
18,90,1,1,0,65,0,1,4,1,1,2,1,2,0.2,0
16,71,2,2,1,72,0,1,1,1,0,0,1,1,0.22535211267605634,0
19,61,1,2,0,97,0,1,0,1,2,1,1,0,0.3114754098360656,0
24,82,2,1,1,66,1,1,0,1,1,0,2,2,0.2926829268292683,0
20,98,1,2,0,89,1,1,1,2,1,2,1,0,0.20408163265306123,1
19,76,0,2,1,70,0,1,1,0,1,1,1,0,0.25,0
20,77,2,1,0,55,0,1,1,1,1,1,1,0,0.2597402597402597,0
16,99,0,1,1,55,1,1,1,2,1,0,1,0,0.16161616161616163,0
18,88,1,1,0,72,2,1,2,2,2,0,2,1,0.20454545454545456,0
7,89,2,0,1,53,1,1,3,0,2,0,0,1,0.07865168539325842,0
26,83,1,1,0,79,1,1,1,2,1,0,0,1,0.3132530120481928,0
22,99,2,2,0,75,0,1,2,1,1,1,0,2,0.2222222222222222,1
15,88,1,1,1,85,1,1,4,1,1,1,2,2,0.17045454545454544,0
31,96,2,1,1,59,1,1,3,0,1,0,0,2,0.3229166666666667,1
21,88,0,1,0,80,0,1,1,1,1,2,2,2,0.23863636363636365,0
14,89,1,1,1,59,2,1,1,0,1,0,1,2,0.15730337078651685,0
22,72,1,0,1,65,2,1,0,1,1,0,0,1,0.3055555555555556,0
22,91,1,0,0,81,1,1,2,0,2,1,0,2,0.24175824175824176,0
17,72,2,1,1,94,2,1,1,0,1,0,0,1,0.2361111111111111,0
23,83,2,1,0,74,1,1,3,0,1,1,2,2,0.27710843373493976,0
18,70,2,0,1,60,1,1,1,1,2,2,1,2,0.2571428571428571,0
23,93,1,0,1,94,2,1,2,1,0,1,0,1,0.24731182795698925,0
9,64,1,0,1,68,0,1,0,1,1,1,0,2,0.140625,0
17,93,1,1,0,87,0,1,2,2,2,1,1,1,0.1827956989247312,0
30,84,2,0,1,66,0,1,0,1,0,2,2,2,0.35714285714285715,0
15,67,0,1,1,65,1,1,4,1,1,1,1,2,0.22388059701492538,0
16,82,1,1,0,82,1,1,1,1,0,0,2,1,0.1951219512195122,0
7,74,2,1,0,69,2,1,1,2,1,2,0,2,0.0945945945945946,0
19,63,1,0,1,51,2,1,2,1,1,0,0,2,0.30158730158730157,0
21,99,2,1,1,65,0,1,1,1,1,2,1,0,0.21212121212121213,1
20,61,1,2,0,89,1,1,1,1,1,0,2,0,0.32786885245901637,0
19,86,2,2,1,93,2,1,1,1,2,0,0,2,0.22093023255813954,1
20,75,1,1,0,78,1,1,0,0,1,1,1,2,0.26666666666666666,0
26,86,1,0,1,65,1,1,2,2,2,0,2,1,0.3023255813953488,1
19,74,1,1,1,76,2,1,5,1,2,0,1,2,0.25675675675675674,0
17,87,1,1,1,92,1,0,3,2,0,1,1,2,0.19540229885057472,0
18,89,1,1,0,66,1,1,2,1,1,2,1,1,0.20224719101123595,0
23,88,1,1,0,69,1,1,3,0,2,1,0,2,0.26136363636363635,0
28,65,0,1,1,77,2,1,1,0,2,2,1,2,0.4307692307692308,0
16,86,1,0,0,94,0,1,0,0,1,2,0,2,0.18604651162790697,0
21,71,1,1,1,79,1,1,1,0,1,0,2,0,0.29577464788732394,0
22,61,1,2,0,60,2,1,0,2,0,0,0,1,0.36065573770491804,0
14,77,2,0,0,54,1,1,1,1,2,1,0,1,0.18181818181818182,0
20,77,2,2,0,55,1,1,1,2,0,0,1,2,0.2597402597402597,0
11,79,1,1,1,98,1,1,2,0,1,0,0,2,0.13924050632911392,0
22,72,0,2,0,88,1,0,2,1,1,2,0,2,0.3055555555555556,0
18,73,1,1,1,75,1,1,0,2,1,0,1,2,0.2465753424657534,0
21,62,2,1,1,84,1,1,5,0,1,2,0,2,0.3387096774193548,0
20,87,1,1,0,56,1,1,2,1,1,0,1,1,0.22988505747126436,0
14,83,0,0,0,81,0,1,1,0,1,1,0,1,0.1686746987951807,0
20,74,1,1,1,91,1,1,1,0,1,0,0,2,0.2702702702702703,0
13,88,2,1,1,53,1,1,2,1,1,1,1,1,0.14772727272727273,0
28,81,1,0,1,65,1,1,1,0,1,2,0,1,0.345679012345679,0
12,79,2,1,0,56,2,1,1,0,0,2,0,2,0.1518987341772152,0
19,80,2,0,0,63,0,1,1,0,1,0,0,2,0.2375,0
14,85,0,1,0,89,1,1,2,1,2,2,1,1,0.16470588235294117,0
23,86,0,2,0,67,0,1,2,1,2,0,1,2,0.26744186046511625,0
18,72,1,0,0,84,1,1,2,1,1,0,0,2,0.25,0
17,66,1,1,1,89,1,1,0,1,1,1,1,2,0.25757575757575757,0
25,66,1,2,1,91,1,1,2,0,2,0,1,2,0.3787878787878788,0
20,86,0,0,0,94,0,1,2,0,1,1,0,0,0.23255813953488372,0
23,95,0,1,1,80,2,1,2,0,1,0,0,1,0.24210526315789474,0
14,76,0,1,0,64,1,1,3,1,1,2,1,2,0.18421052631578946,0
12,67,2,1,0,58,1,1,0,2,1,0,0,0,0.1791044776119403,0
21,90,2,1,1,75,1,1,4,0,2,0,0,1,0.23333333333333334,1
18,93,0,1,1,55,1,1,3,0,1,1,0,1,0.1935483870967742,0
24,95,1,0,1,96,2,1,3,0,1,0,2,2,0.25263157894736843,1
20,84,0,0,0,72,1,1,3,2,1,0,0,2,0.23809523809523808,0
21,94,2,2,0,94,1,1,2,0,2,0,1,2,0.22340425531914893,1
10,61,2,1,1,85,2,1,1,1,1,0,0,2,0.16393442622950818,0
31,64,1,2,0,93,1,1,1,0,2,0,0,2,0.484375,0
19,64,1,2,0,94,1,1,3,1,2,0,2,2,0.296875,0
24,89,1,0,1,53,1,1,1,0,2,0,0,2,0.2696629213483146,0
15,63,1,1,1,86,0,1,4,2,1,2,0,2,0.23809523809523808,0
22,80,1,1,1,61,2,1,1,0,1,2,1,1,0.275,0
12,79,1,1,1,99,0,1,2,1,1,1,0,2,0.1518987341772152,0
23,72,2,2,1,89,1,0,0,1,2,1,0,1,0.3194444444444444,0
18,95,0,0,1,50,0,1,3,1,1,0,0,1,0.18947368421052632,0
20,67,2,1,0,96,2,1,1,2,2,2,0,2,0.29850746268656714,0
24,74,1,1,1,65,0,1,3,1,2,0,1,2,0.32432432432432434,0
13,91,1,0,1,71,0,1,1,0,1,2,1,0,0.14285714285714285,0
16,61,2,1,1,81,0,1,2,1,1,0,0,2,0.26229508196721313,0
23,87,2,1,0,96,1,1,2,1,1,2,1,1,0.26436781609195403,1
